collectionevent,Conditionsid,ampm,technique,color,HostPlant,Host.plant.nosp,Transect
20020287,53,AM,netting,,Vicia sativa,Vicia sativa,
20020288,53,AM,netting,,Vicia sativa,Vicia sativa,
20020289,53,AM,netting,,Lupinus bicolor,Lupinus bicolor,
20020290,53,PM,netting,,Vicia sativa,Vicia sativa,
20020291,53,PM,netting,,Patrolling,Patrolling,
20020292,53,PM,netting,,Ranunculus californicus,Ranunculus californicus,
20020293,53,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020294,53,PM,netting,,Vicia sativa,Vicia sativa,
20020295,29,AM,netting,,Vicia sativa,Vicia sativa,
20020296,29,PM,netting,,Vicia sativa,Vicia sativa,
20020297,29,all day,pan traps,yellow,pantrap,pantrap,T1
20020298,29,all day,pan traps,yellow,pantrap,pantrap,T2
20020299,29,all day,pan traps,blue,pantrap,pantrap,T1
20020300,29,all day,pan traps,blue,pantrap,pantrap,T2
20020301,29,all day,pan traps,white,pantrap,pantrap,T1
20020302,29,all day,pan traps,white,pantrap,pantrap,T2
20020303,43,all day,pan traps,yellow,pantrap,pantrap,T1
20020304,43,all day,pan traps,yellow,pantrap,pantrap,T2
20020305,43,all day,pan traps,white,pantrap,pantrap,T1
20020306,43,all day,pan traps,white,pantrap,pantrap,T2
20020307,43,all day,pan traps,blue,pantrap,pantrap,T1
20020308,43,all day,pan traps,blue,pantrap,pantrap,T2
20020309,43,AM,netting,,on ground,on ground,
20020310,43,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20020311,43,PM,netting,,Sisyrinchium bellum,Sisyrinchium bellum,
20020312,43,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20020313,37,all day,pan traps,yellow,pantrap,pantrap,T1
20020314,37,all day,pan traps,yellow,pantrap,pantrap,T2
20020315,37,all day,pan traps,blue,pantrap,pantrap,T2
20020316,37,all day,pan traps,white,pantrap,pantrap,T2
20020317,37,all day,netting,,Patrolling,Patrolling,
20020318,37,all day,netting,,Trifolium hirtum,Trifolium hirtum,
20020319,37,all day,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020320,37,AM,netting,,Trifolium hirtum,Trifolium hirtum,
20020321,37,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20020322,37,AM,netting,,Patrolling,Patrolling,
20020323,24,all day,pan traps,yellow,pantrap,pantrap,T1
20020324,24,all day,pan traps,yellow,pantrap,pantrap,T2
20020325,24,all day,pan traps,white,pantrap,pantrap,T1
20020326,24,all day,pan traps,white,pantrap,pantrap,T2
20020327,24,all day,pan traps,blue,pantrap,pantrap,T1
20020328,24,all day,pan traps,blue,pantrap,pantrap,T2
20020329,24,AM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20020330,24,AM,netting,,Patrolling,Patrolling,
20020331,24,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020332,24,PM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20020333,24,PM,netting,,Patrolling,Patrolling,
20020334,58,all day,pan traps,yellow,pantrap,pantrap,T1
20020335,58,all day,pan traps,yellow,pantrap,pantrap,T2
20020336,58,all day,pan traps,white,pantrap,pantrap,T1
20020337,58,all day,pan traps,white,pantrap,pantrap,T2
20020338,58,all day,pan traps,blue,pantrap,pantrap,T1
20020339,58,all day,pan traps,blue,pantrap,pantrap,T2
20020340,58,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020341,58,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20020342,58,AM,netting,,Hypochaeris sp.,,
20020343,58,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20020344,58,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020345,58,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20020346,58,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20020347,58,PM,netting,,Trifolium hirtum,Trifolium hirtum,
20020348,4,all day,pan traps,yellow,pantrap,pantrap,T1
20020349,4,all day,pan traps,yellow,pantrap,pantrap,T2
20020350,4,all day,pan traps,white,pantrap,pantrap,T1
20020351,4,all day,pan traps,white,pantrap,pantrap,T2
20020352,4,all day,pan traps,blue,pantrap,pantrap,T1
20020353,4,all day,pan traps,blue,pantrap,pantrap,T2
20020354,4,PM,netting,,Calochortus luteus,Calochortus luteus,
20020355,4,PM,netting,,Patrolling,Patrolling,
20020356,62,all day,pan traps,yellow,pantrap,pantrap,T1
20020357,62,all day,pan traps,yellow,pantrap,pantrap,T2
20020358,62,all day,pan traps,white,pantrap,pantrap,T1
20020359,62,all day,pan traps,white,pantrap,pantrap,T2
20020360,62,all day,pan traps,blue,pantrap,pantrap,T1
20020361,62,all day,pan traps,blue,pantrap,pantrap,T2
20020362,62,AM,netting,,Wyethia angustifolia,Wyethia angustifolia,
20020363,62,AM,netting,,Wyethia angustifolia,Wyethia angustifolia,
20020364,62,PM,netting,,Wyethia angustifolia,Wyethia angustifolia,
20020365,62,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20020366,62,PM,netting,,Wyethia angustifolia,Wyethia angustifolia,
20020367,62,PM,netting,,Trifolium hirtum,Trifolium hirtum,
20020368,26,all day,pan traps,yellow,pantrap,pantrap,T1
20020369,26,all day,pan traps,yellow,pantrap,pantrap,T2
20020370,26,all day,pan traps,blue,pantrap,pantrap,T1
20020371,26,all day,pan traps,white,pantrap,pantrap,T1
20020372,26,all day,pan traps,white,pantrap,pantrap,T2
20020373,26,AM,netting,,Ranunculus californicus,Ranunculus californicus,
20020374,26,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20020375,26,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20020376,26,AM,netting,,Dichelostemma capitatum,Dichelostemma capitatum,
20020377,26,PM,netting,,Sisyrinchium bellum,Sisyrinchium bellum,
20020378,26,PM,netting,,Vicia benghalensis,Vicia benghalensis,
20020379,30,all day,pan traps,yellow,pantrap,pantrap,T1
20020380,30,all day,pan traps,blue,pantrap,pantrap,T1
20020381,30,all day,pan traps,blue,pantrap,pantrap,T2
20020382,30,all day,pan traps,white,pantrap,pantrap,T1
20020383,30,all day,pan traps,white,pantrap,pantrap,T2
20020384,30,AM,netting,,Asteraceae,,
20020385,30,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020386,51,all day,pan traps,yellow,pantrap,pantrap,T1
20020387,51,all day,pan traps,yellow,pantrap,pantrap,T2
20020388,51,all day,pan traps,blue,pantrap,pantrap,T1
20020389,51,all day,pan traps,blue,pantrap,pantrap,T2
20020390,51,all day,pan traps,white,pantrap,pantrap,T1
20020391,51,all day,pan traps,white,pantrap,pantrap,T2
20020392,51,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020393,51,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020394,51,PM,netting,,on ground,on ground,
20020395,54,all day,pan traps,yellow,pantrap,pantrap,T1
20020396,54,all day,pan traps,yellow,pantrap,pantrap,T2
20020397,54,all day,pan traps,blue,pantrap,pantrap,T1
20020398,54,all day,pan traps,blue,pantrap,pantrap,T2
20020399,54,all day,pan traps,white,pantrap,pantrap,T1
20020400,54,all day,pan traps,white,pantrap,pantrap,T2
20020401,54,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020402,54,AM,netting,,Calochortus luteus,Calochortus luteus,
20020403,54,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020404,54,AM,netting,,Hypochaeris sp.,Hypochaeris radicata,
20020405,54,PM,netting,,Poaceae,Poaceae,
20020406,54,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020407,54,PM,netting,,random,random,
20020408,12,all day,pan traps,yellow,pantrap,pantrap,T1
20020409,12,all day,pan traps,yellow,pantrap,pantrap,T2
20020410,12,all day,pan traps,blue,pantrap,pantrap,T1
20020411,12,all day,pan traps,white,pantrap,pantrap,T1
20020412,12,all day,pan traps,white,pantrap,pantrap,T2
20020413,12,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020414,12,AM,netting,,Patrolling,Patrolling,
20020415,12,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020416,12,PM,netting,,Patrolling,Patrolling,
20020417,46,all day,pan traps,yellow,pantrap,pantrap,T1
20020418,46,all day,pan traps,yellow,pantrap,pantrap,T2
20020419,46,all day,pan traps,blue,pantrap,pantrap,T1
20020420,46,all day,pan traps,blue,pantrap,pantrap,T2
20020421,46,all day,pan traps,white,pantrap,pantrap,T1
20020422,46,all day,pan traps,white,pantrap,pantrap,T2
20020423,32,all day,pan traps,yellow,pantrap,pantrap,T1
20020424,32,all day,pan traps,yellow,pantrap,pantrap,T2
20020425,32,all day,pan traps,blue,pantrap,pantrap,T1
20020426,32,all day,pan traps,blue,pantrap,pantrap,T2
20020427,32,all day,pan traps,white,pantrap,pantrap,T1
20020428,32,all day,pan traps,white,pantrap,pantrap,T2
20020429,32,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020430,32,AM,netting,,Clarkia purpurea,Clarkia purpurea,
20020431,32,AM,netting,,Calochortus luteus,Calochortus luteus,
20020432,32,PM,netting,,Calochortus luteus,Calochortus luteus,
20020433,32,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020434,38,all day,pan traps,yellow,pantrap,pantrap,T1
20020435,38,all day,pan traps,yellow,pantrap,pantrap,T2
20020436,38,all day,pan traps,blue,pantrap,pantrap,T1
20020437,38,all day,pan traps,blue,pantrap,pantrap,T2
20020438,38,all day,pan traps,white,pantrap,pantrap,T1
20020439,38,all day,pan traps,white,pantrap,pantrap,T2
20020440,5,all day,pan traps,yellow,pantrap,pantrap,T1
20020441,5,all day,pan traps,yellow,pantrap,pantrap,T2
20020442,5,all day,pan traps,blue,pantrap,pantrap,T1
20020443,5,all day,pan traps,blue,pantrap,pantrap,T2
20020444,5,all day,pan traps,white,pantrap,pantrap,T1
20020445,5,all day,pan traps,white,pantrap,pantrap,T2
20020446,5,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20020447,5,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020448,5,AM,netting,,Patrolling,Patrolling,
20020449,5,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020450,5,AM,netting,,Vicia benghalensis,Vicia benghalensis,
20020451,5,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020452,33,all day,pan traps,yellow,pantrap,pantrap,T1
20020453,33,all day,pan traps,yellow,pantrap,pantrap,T2
20020454,33,all day,pan traps,blue,pantrap,pantrap,T1
20020455,33,all day,pan traps,blue,pantrap,pantrap,T2
20020456,33,all day,pan traps,white,pantrap,pantrap,T1
20020457,33,all day,pan traps,white,pantrap,pantrap,T2
20020458,33,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020459,33,AM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20020460,33,AM,netting,,Eschscholzia californica,Eschscholzia californica,
20020461,33,AM,netting,,Calochortus luteus,Calochortus luteus,
20020462,33,AM,netting,,Aesculus californica,Aesculus californica,
20020463,33,PM,netting,,Calochortus luteus,Calochortus luteus,
20020464,33,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20020465,33,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020466,33,PM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20020467,56,all day,pan traps,yellow,pantrap,pantrap,T1
20020468,56,all day,pan traps,yellow,pantrap,pantrap,T2
20020469,56,all day,pan traps,blue,pantrap,pantrap,T1
20020470,56,all day,pan traps,blue,pantrap,pantrap,T2
20020471,56,all day,pan traps,white,pantrap,pantrap,T1
20020472,56,all day,pan traps,white,pantrap,pantrap,T2
20020473,56,AM,netting,,Wyethia angustifolia,Wyethia angustifolia,
20020474,56,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20020475,56,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020476,56,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020477,1,all day,pan traps,yellow,pantrap,pantrap,T1
20020478,1,all day,pan traps,yellow,pantrap,pantrap,T2
20020479,1,all day,pan traps,blue,pantrap,pantrap,T1
20020480,1,all day,pan traps,blue,pantrap,pantrap,T2
20020481,1,all day,pan traps,white,pantrap,pantrap,T1
20020482,1,all day,pan traps,white,pantrap,pantrap,T2
20020483,1,AM,netting,,Aesculus californica,Aesculus californica,
20020484,1,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020485,1,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020486,1,PM,netting,,Aesculus californica,Aesculus californica,
20020487,115,all day,pan traps,yellow,pantrap,pantrap,T1
20020488,115,all day,pan traps,yellow,pantrap,pantrap,T2
20020489,115,all day,pan traps,blue,pantrap,pantrap,T1
20020490,115,all day,pan traps,blue,pantrap,pantrap,T2
20020491,115,all day,pan traps,white,pantrap,pantrap,T1
20020492,115,all day,pan traps,white,pantrap,pantrap,T2
20020493,115,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20020494,115,AM,netting,,Eschscholzia californica,Eschscholzia californica,
20020495,115,AM,netting,,Patrolling,Patrolling,
20020496,115,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20020497,115,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020498,114,all day,pan traps,yellow,pantrap,pantrap,T1
20020499,114,all day,pan traps,yellow,pantrap,pantrap,T2
20020500,114,all day,pan traps,blue,pantrap,pantrap,T1
20020501,114,all day,pan traps,blue,pantrap,pantrap,T2
20020502,114,all day,pan traps,white,pantrap,pantrap,T1
20020503,114,all day,pan traps,white,pantrap,pantrap,T2
20020504,114,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020505,114,AM,netting,,Calochortus luteus,Calochortus luteus,
20020506,114,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020507,114,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020508,114,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020509,114,PM,netting,,Calochortus luteus,Calochortus luteus,
20020516,116,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20020517,116,AM,netting,,Calochortus luteus,Calochortus luteus,
20020518,116,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20020519,116,PM,netting,,Calochortus luteus,Calochortus luteus,
20020520,116,PM,netting,,Calochortus luteus,Calochortus luteus,
20020521,116,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020522,117,all day,pan traps,yellow,pantrap,pantrap,T1
20020523,117,all day,pan traps,yellow,pantrap,pantrap,T2
20020524,117,all day,pan traps,blue,pantrap,pantrap,T1
20020525,117,all day,pan traps,blue,pantrap,pantrap,T2
20020526,117,all day,pan traps,white,pantrap,pantrap,T1
20020527,117,all day,pan traps,white,pantrap,pantrap,T2
20020528,117,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020529,118,all day,pan traps,yellow,pantrap,pantrap,T1
20020530,118,all day,pan traps,yellow,pantrap,pantrap,T2
20020531,118,all day,pan traps,blue,pantrap,pantrap,T1
20020532,118,all day,pan traps,blue,pantrap,pantrap,T2
20020533,118,all day,pan traps,white,pantrap,pantrap,T1
20020534,118,all day,pan traps,white,pantrap,pantrap,T2
20020535,118,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020536,118,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20020537,118,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020538,118,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020539,119,all day,pan traps,yellow,pantrap,pantrap,T1
20020540,119,all day,pan traps,yellow,pantrap,pantrap,T2
20020541,119,all day,pan traps,blue,pantrap,pantrap,T1
20020542,119,all day,pan traps,blue,pantrap,pantrap,T2
20020543,119,all day,pan traps,white,pantrap,pantrap,T1
20020544,119,all day,pan traps,white,pantrap,pantrap,T2
20020545,119,AM,netting,,Rubus discolor,Rubus discolor,
20020546,119,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020547,119,PM,netting,,Rubus discolor,Rubus discolor,
20020548,119,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020549,119,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020550,120,all day,pan traps,yellow,pantrap,pantrap,T1
20020551,120,all day,pan traps,yellow,pantrap,pantrap,T2
20020552,120,all day,pan traps,blue,pantrap,pantrap,T1
20020553,120,all day,pan traps,blue,pantrap,pantrap,T2
20020554,120,all day,pan traps,white,pantrap,pantrap,T1
20020555,120,all day,pan traps,white,pantrap,pantrap,T2
20020556,120,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20020557,120,AM,netting,,Calochortus luteus,Calochortus luteus,
20020558,120,PM,netting,,Calochortus luteus,Calochortus luteus,
20020559,120,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020560,121,all day,pan traps,yellow,pantrap,pantrap,T1
20020561,121,all day,pan traps,yellow,pantrap,pantrap,T2
20020562,121,all day,pan traps,blue,pantrap,pantrap,T1
20020563,121,all day,pan traps,blue,pantrap,pantrap,T2
20020564,121,all day,pan traps,white,pantrap,pantrap,T1
20020565,121,all day,pan traps,white,pantrap,pantrap,T2
20020566,121,AM,netting,,Clarkia purpurea,Clarkia purpurea,
20020567,121,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20020568,121,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020569,130,all day,pan traps,yellow,pantrap,pantrap,T1
20020570,130,all day,pan traps,yellow,pantrap,pantrap,T2
20020571,130,all day,pan traps,blue,pantrap,pantrap,T1
20020572,130,all day,pan traps,blue,pantrap,pantrap,T2
20020573,130,all day,pan traps,white,pantrap,pantrap,T1
20020574,130,all day,pan traps,white,pantrap,pantrap,T2
20020575,130,AM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20020576,130,AM,netting,,Eschscholzia californica,Eschscholzia californica,
20020577,130,AM,netting,,Calochortus luteus,Calochortus luteus,
20020578,130,AM,netting,,Brodiaea elegans,Brodiaea elegans,
20020579,130,AM,netting,,Patrolling,Patrolling,
20020580,130,PM,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20020581,130,PM,netting,,Calochortus luteus,Calochortus luteus,
20020582,130,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020583,131,all day,pan traps,yellow,pantrap,pantrap,T1
20020584,131,all day,pan traps,yellow,pantrap,pantrap,T2
20020585,131,all day,pan traps,blue,pantrap,pantrap,T1
20020586,131,all day,pan traps,blue,pantrap,pantrap,T2
20020587,131,all day,pan traps,white,pantrap,pantrap,T1
20020588,131,all day,pan traps,white,pantrap,pantrap,T2
20020589,131,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020590,131,AM,netting,,Hypochaeris sp.,,
20020591,131,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20020592,131,AM,netting,,Eschscholzia californica,Eschscholzia californica,
20020593,131,AM,netting,,Patrolling,Patrolling,
20020594,138,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20020595,138,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20020596,138,PM,netting,,Rhaphanus sativus,Rhaphanus sativus,
20020603,122,AM,netting,,Aesculus californica,Aesculus californica,
20020604,122,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020605,122,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020606,122,AM,netting,,,,
20020607,122,AM,netting,,Calochortus luteus,Calochortus luteus,
20020608,122,PM,netting,,Calochortus luteus,Calochortus luteus,
20020609,122,PM,netting,,Aesculus californica,Aesculus californica,
20020610,122,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020611,122,PM,netting,,Patrolling,Patrolling,
20020615,123,all day,pan traps,blue,pantrap,pantrap,T2
20020618,123,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020619,123,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20020620,123,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20020621,123,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020622,123,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20020623,123,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020624,123,PM,netting,,Patrolling,Patrolling,
20020625,123,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20020626,123,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20020627,125,all day,pan traps,yellow,pantrap,pantrap,T1
20020628,125,all day,pan traps,yellow,pantrap,pantrap,T2
20020629,125,all day,pan traps,blue,pantrap,pantrap,T1
20020630,125,all day,pan traps,blue,pantrap,pantrap,T2
